,Unnamed:,Unnamed:,Valor da produção,"Agricultura, inclusive o apoio à agricultura e a pós-colheita","Pecuária, inclusive o apoio à pecuária",Produção florestal; pesca e aquicultura,Extração de carvão mineral e de minerais não metálicos,"Extração de petróleo e gás, inclusive as atividades de apoio","Extração de minério de ferro, inclusive beneficiamentos e a aglomeração","Extração de minerais metálicos não ferrosos, inclusive beneficiamentos","Abate e produtos de carne, inclusive os produtos do laticínio e da pesca",Fabricação e refino de açúcar,Outros produtos alimentares,Fabricação de bebidas,Fabricação de produtos do fumo,Fabricação de produtos têxteis,Confecção de artefatos do vestuário e acessórios,Fabricação de calçados e de artefatos de couro,Fabricação de produtos da madeira,"Fabricação de celulose, papel e produtos de papel",Impressão e reprodução de gravações,Refino de petróleo e coquerias,Fabricação de biocombustíveis,"Fabricação de químicos orgânicos e inorgânicos, resinas e elastômeros","Fabricação de defensivos, desinfestantes, tintas e químicos diversos","Fabricação de produtos de limpeza, cosméticos/perfumaria e higiene pessoal",Fabricação de produtos farmoquímicos e farmacêuticos,Fabricação de produtos de borracha e de material plástico,Fabricação de produtos de minerais não metálicos,"Produção de ferro gusa/ferroligas, siderurgia e tubos de aço sem costura",Metalurgia de metais não ferosos e a fundição de metais,"Fabricação de produtos de metal, exceto máquinas e equipamentos","Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",Fabricação de máquinas e equipamentos elétricos,Fabricação de máquinas e equipamentos mecânicos,"Fabricação de automóveis, caminhões e ônibus, exceto peças",Fabricação de peças e acessórios para veículos automotores,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",Fabricação de móveis e de produtos de indústrias diversas,"Manutenção, reparação e instalação de máquinas e equipamentos","Energia elétrica, gás natural e outras utilidades","Água, esgoto e gestão de resíduos",Construção,Comércio por atacado e varejo,Transporte terrestre,Transporte aquaviário,Transporte aéreo,"Armazenamento, atividades auxiliares dos transportes e correio",Alojamento,Alimentação,Edição e edição integrada à impressão,"Atividades de televisão, rádio, cinema e  gravação/edição de som e imagem",Telecomunicações,Desenvolvimento de sistemas e outros serviços de informação,"Intermediação financeira, seguros e previdência complementar",Atividades imobiliárias,"Atividades jurídicas, contábeis, consultoria e sedes de empresas","Serviços de arquitetura, engenharia, testes/análises técnicas e P & D","Outras atividades profissionais, científicas e técnicas",Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,Outras atividades administrativas e serviços complementares,"Atividades de vigilância, segurança e investigação","Administração pública, defesa e seguridade social",Educação pública,Educação privada,Saúde pública,Saúde privada,"Atividades artísticas, criativas e de espetáculos",Organizações associativas e outros serviços pessoais,Serviços domésticos,Total do produto,Exportação de bens e serviços,Consumo do governo,Consumo das  ISFLSF,Consumo  das famílias,Formação bruta de capital fixo,Variação de estoque,Demanda final,Demanda total
20,20911209122091320914,"Produtos químicos inorgânicosAdubos e fertilizantesProdutos químicos orgânicosResinas, elastômeros e fibras artificiais e sintéticas",144956.0,34924.0,3528.0,271.0,54.0,2742.0,99.0,109.0,166.0,219.0,549.0,98.0,14.0,2817.0,74.0,1185.0,386.0,3546.0,32.0,0.0,1029.0,30753.0,10908.0,2946.0,1069.0,12510.0,2353.0,704.0,852.0,1269.0,121.0,2169.0,141.0,67.0,812.0,500.0,1516.0,181.0,171.0,777.0,1.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,9.0,30.0,0.0,199.0,637.0,0.0,208.0,0.0,123060.0,19505.0,0.0,0.0,12.0,0.0,2379.0,21896.0,144956.0
21,209212092220923,"Defensivos agrícolas e desinfestantes domissanitáriosProdutos químicos diversos Tintas, vernizes, esmaltes e lacas",72342.0,20684.0,2403.0,71.0,1856.0,271.0,183.0,144.0,906.0,36.0,2551.0,120.0,4.0,175.0,36.0,169.0,605.0,1472.0,876.0,313.0,144.0,601.0,6287.0,1555.0,889.0,2216.0,1068.0,374.0,38.0,619.0,308.0,124.0,220.0,456.0,154.0,162.0,583.0,642.0,163.0,327.0,7686.0,2498.0,178.0,0.0,0.0,36.0,19.0,0.0,123.0,139.0,1.0,1.0,28.0,1173.0,0.0,21.0,16.0,12.0,1315.0,1.0,162.0,291.0,0.0,652.0,0.0,6.0,78.0,0.0,64241.0,6847.0,0.0,0.0,634.0,0.0,620.0,8101.0,72342.0
22,20931,"Perfumaria, sabões e artigos de limpeza",37244.0,2.0,20.0,0.0,0.0,55.0,38.0,11.0,39.0,10.0,134.0,16.0,0.0,28.0,27.0,1.0,15.0,29.0,1.0,23.0,1.0,41.0,97.0,893.0,8.0,19.0,42.0,13.0,33.0,337.0,27.0,9.0,23.0,20.0,20.0,3.0,6.0,0.0,15.0,34.0,70.0,1622.0,198.0,8.0,1.0,82.0,56.0,44.0,5.0,32.0,95.0,4.0,12.0,0.0,180.0,70.0,114.0,68.0,1147.0,1.0,179.0,162.0,111.0,43.0,500.0,137.0,667.0,0.0,7698.0,3979.0,0.0,0.0,25463.0,0.0,104.0,29546.0,37244.0
23,21001,Produtos farmacêuticos,62174.0,377.0,3188.0,17.0,0.0,67.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,1179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,232.0,286.0,110.0,2871.0,5383.0,3.0,446.0,0.0,14532.0,4461.0,4318.0,0.0,38937.0,0.0,-74.0,47642.0,62174.0
24,2200122002,Artigos de borrachaArtigos de plástico,97695.0,588.0,186.0,40.0,138.0,77.0,268.0,48.0,2809.0,149.0,7326.0,3304.0,0.0,83.0,83.0,551.0,201.0,671.0,850.0,96.0,39.0,1233.0,656.0,1706.0,467.0,12775.0,1935.0,337.0,12.0,676.0,1028.0,1815.0,1545.0,6400.0,2405.0,967.0,2316.0,926.0,239.0,333.0,10972.0,6620.0,5099.0,0.0,848.0,111.0,10.0,394.0,0.0,0.0,0.0,1.0,21.0,86.0,421.0,11.0,0.0,262.0,342.0,0.0,112.0,167.0,0.0,373.0,301.0,0.0,68.0,0.0,81497.0,8599.0,0.0,0.0,9261.0,0.0,-1662.0,16198.0,97695.0
25,230012300223003,"CimentoArtefatos de cimento, gesso e semelhantesVidros, cerâmicos e outros produtos de minerais não metálicos",87114.0,2163.0,1437.0,59.0,40.0,79.0,3.0,9.0,1.0,73.0,1239.0,1484.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,324.0,132.0,277.0,45.0,255.0,8705.0,199.0,3.0,105.0,1.0,261.0,221.0,1553.0,65.0,157.0,404.0,169.0,2083.0,833.0,52059.0,146.0,0.0,0.0,0.0,9.0,187.0,543.0,0.0,0.0,0.0,0.0,0.0,2184.0,0.0,2.0,0.0,0.0,54.0,0.0,290.0,141.0,0.0,101.0,59.0,1.0,198.0,0.0,78473.0,7558.0,0.0,0.0,1311.0,0.0,-228.0,8641.0,87114.0
26,2491124912,"Ferro gusa e ferroligasSemi acabados, laminados planos, longos e tubos de aço",96342.0,161.0,265.0,16.0,70.0,1223.0,0.0,65.0,155.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,564.0,644.0,6893.0,301.0,13875.0,35.0,2418.0,6594.0,4767.0,5127.0,1144.0,1008.0,938.0,205.0,78.0,13066.0,927.0,19.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,22.0,0.0,176.0,0.0,0.0,109.0,32.0,0.0,4.0,0.0,0.0,0.0,0.0,61068.0,36886.0,0.0,0.0,107.0,80.0,-1799.0,35274.0,96342.0
27,2492124922,Produtos da metalurgia de metais não ferrososPeças fundidas de aço e de metais não ferrosos,54422.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,242.0,0.0,332.0,0.0,0.0,1.0,0.0,0.0,0.0,177.0,189.0,0.0,0.0,18.0,145.0,0.0,8.0,58.0,60.0,1286.0,7698.0,1910.0,112.0,5303.0,1353.0,346.0,3432.0,818.0,1581.0,1146.0,11.0,70.0,1799.0,424.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28644.0,25218.0,0.0,0.0,282.0,0.0,278.0,25778.0,54422.0
28,25001,"Produtos de metal, exclusive máquinas e equipamentos",94638.0,331.0,479.0,47.0,51.0,1387.0,501.0,216.0,2445.0,63.0,2288.0,4202.0,16.0,58.0,68.0,48.0,224.0,100.0,18.0,327.0,53.0,391.0,835.0,986.0,148.0,121.0,156.0,2563.0,126.0,6990.0,813.0,2028.0,4899.0,2517.0,1663.0,2817.0,967.0,2462.0,2406.0,495.0,20933.0,1109.0,41.0,1.0,0.0,6.0,48.0,559.0,0.0,8.0,18.0,2.0,0.0,247.0,0.0,25.0,0.0,0.0,201.0,71.0,633.0,62.0,0.0,151.0,0.0,0.0,76.0,0.0,70496.0,6791.0,0.0,0.0,9709.0,7953.0,-311.0,24142.0,94638.0
29,26001260022600326004,"Componentes eletrônicosMáquinas para escritório e equipamentos de informáticaMaterial eletrônico e equipamentos de comunicaçõesEquipamentos de medida, teste e controle, ópticos e eletromédicos",81010.0,1.0,0.0,0.0,0.0,161.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8489.0,152.0,280.0,90.0,61.0,40.0,32.0,319.0,65.0,8.0,230.0,114.0,0.0,0.0,0.0,79.0,1.0,0.0,0.0,137.0,7.0,1129.0,205.0,1.0,161.0,566.0,63.0,19.0,508.0,43.0,408.0,340.0,61.0,46.0,48.0,18.0,283.0,0.0,14372.0,4353.0,0.0,0.0,31079.0,32473.0,-1267.0,66638.0,81010.0
30,2700127002,"Máquinas, aparelhos e materiais elétricosEletrodomésticos",74096.0,37.0,81.0,5.0,15.0,165.0,15.0,13.0,39.0,16.0,62.0,16.0,1.0,29.0,4.0,7.0,18.0,45.0,4.0,4.0,7.0,75.0,14.0,9.0,8.0,54.0,110.0,15.0,60.0,28.0,1449.0,6896.0,2183.0,801.0,708.0,365.0,205.0,1870.0,5493.0,164.0,7475.0,888.0,745.0,12.0,1.0,57.0,24.0,15.0,3.0,48.0,696.0,7.0,29.0,378.0,395.0,31.0,20.0,20.0,414.0,0.0,90.0,52.0,0.0,7.0,3.0,32.0,532.0,0.0,33064.0,9279.0,0.0,0.0,15665.0,15514.0,574.0,41032.0,74096.0
31,280012800228003,Tratores e outras máquinas agrícolasMáquinas para a extração mineral e a construçãoOutras máquinas e equipamentos mecânicos,122120.0,10.0,18.0,4.0,120.0,2345.0,1781.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,16.0,28.0,28.0,336.0,10979.0,1034.0,3.0,490.0,0.0,5439.0,15.0,42.0,3211.0,489.0,19.0,67.0,0.0,106.0,4.0,0.0,0.0,0.0,38.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,1190.0,0.0,60.0,10.0,0.0,110.0,0.0,2.0,0.0,0.0,28741.0,24641.0,0.0,0.0,3777.0,66374.0,-1413.0,93379.0,122120.0
32,2991129912,"Automóveis, camionetas e utilitáriosCaminhões e ônibus, inclusive cabines, carrocerias e reboques",140150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4108.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4875.0,24769.0,0.0,0.0,63972.0,51490.0,-4956.0,135275.0,140150.0
33,29921,Peças e acessórios para veículos automotores,69285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27898.0,6985.0,16.0,0.0,0.0,0.0,0.0,0.0,9827.0,7462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,113.0,0.0,0.0,836.0,212.0,0.0,75.0,0.0,0.0,0.0,0.0,53447.0,15935.0,0.0,0.0,0.0,0.0,-97.0,15838.0,69285.0
34,30001,"Aeronaves, embarcações e outros equipamentos de transporte",51156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7073.0,0.0,782.0,0.0,0.0,0.0,84.0,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,9452.0,23772.0,0.0,0.0,8153.0,8711.0,1068.0,41704.0,51156.0
35,3180131802,MóveisProdutos de industrias diversas,70239.0,4.0,1.0,7.0,0.0,35.0,16.0,4.0,7.0,4.0,14.0,5.0,0.0,5.0,841.0,133.0,4.0,2.0,0.0,2.0,1.0,54.0,28.0,0.0,34.0,1.0,89.0,5.0,1.0,2.0,13.0,2.0,324.0,191.0,356.0,7.0,1225.0,71.0,46.0,22.0,415.0,275.0,62.0,55.0,1.0,101.0,3.0,3.0,1.0,34.0,1.0,46.0,128.0,72.0,143.0,215.0,157.0,255.0,103.0,10.0,702.0,584.0,16.0,1356.0,6364.0,94.0,53.0,0.0,14805.0,4962.0,0.0,0.0,42328.0,9134.0,-990.0,55434.0,70239.0
36,33001,"Manutenção, reparação e instalação de máquinas e equipamentos",71163.0,60.0,25.0,84.0,680.0,3074.0,996.0,742.0,935.0,450.0,499.0,358.0,11.0,144.0,239.0,148.0,472.0,2272.0,1076.0,567.0,646.0,980.0,504.0,144.0,566.0,430.0,2446.0,7071.0,1644.0,636.0,58.0,391.0,1253.0,139.0,489.0,652.0,645.0,885.0,1702.0,889.0,1979.0,4533.0,986.0,1337.0,653.0,2642.0,6.0,231.0,555.0,133.0,440.0,768.0,353.0,81.0,804.0,180.0,130.0,850.0,738.0,199.0,1297.0,146.0,0.0,1253.0,493.0,491.0,475.0,0.0,56755.0,2388.0,0.0,0.0,472.0,11548.0,0.0,14408.0,71163.0
37,35001,"Eletricidade, gás e outras utilidades",257384.0,6713.0,4150.0,379.0,664.0,299.0,1096.0,463.0,1566.0,53.0,3044.0,686.0,61.0,1403.0,216.0,277.0,806.0,2056.0,147.0,37.0,166.0,4349.0,689.0,206.0,303.0,2135.0,4248.0,3466.0,2692.0,1181.0,161.0,633.0,677.0,485.0,1140.0,312.0,388.0,221.0,86487.0,2496.0,462.0,15248.0,1035.0,43.0,29.0,845.0,1026.0,1293.0,122.0,295.0,1467.0,421.0,1834.0,335.0,811.0,236.0,135.0,118.0,5074.0,75.0,5303.0,1650.0,1750.0,1252.0,1175.0,696.0,2461.0,0.0,181742.0,0.0,0.0,0.0,75642.0,0.0,0.0,75642.0,257384.0
38,36801,"Água, esgoto, reciclagem e gestão de resíduos",64413.0,3.0,1.0,1.0,30.0,42.0,172.0,65.0,140.0,52.0,286.0,504.0,1.0,58.0,26.0,22.0,203.0,254.0,8.0,402.0,26.0,589.0,403.0,120.0,72.0,342.0,501.0,3063.0,1490.0,163.0,20.0,57.0,99.0,87.0,209.0,94.0,76.0,27.0,79.0,904.0,268.0,3969.0,255.0,9.0,6.0,668.0,318.0,1056.0,30.0,49.0,41.0,91.0,495.0,346.0,474.0,61.0,26.0,41.0,3908.0,29.0,9848.0,1286.0,206.0,1625.0,1774.0,91.0,1624.0,0.0,39285.0,4.0,0.0,0.0,24685.0,0.0,439.0,25128.0,64413.0
39,418014180241803,EdificaçõesObras de infraestruturaServiços especializados para construção,644583.0,91.0,185.0,11.0,4.0,1892.0,1116.0,326.0,0.0,4.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,19.0,18.0,22.0,25.0,65.0,2.0,0.0,0.0,0.0,27.0,109.0,1546.0,50.0,66.0,12.0,74.0,208.0,20.0,208.0,14.0,0.0,0.0,4212.0,60474.0,1034.0,263.0,5.0,2.0,1330.0,254.0,380.0,8.0,205.0,4866.0,756.0,1714.0,1625.0,257.0,763.0,3.0,164.0,2608.0,9.0,12506.0,1185.0,331.0,3456.0,0.0,109.0,352.0,0.0,105015.0,4698.0,0.0,0.0,0.0,534870.0,0.0,539568.0,644583.0
40,45801,Comércio por atacado e varejo,1037004.0,16829.0,8945.0,884.0,748.0,3091.0,2361.0,1006.0,20847.0,810.0,21570.0,4329.0,762.0,4238.0,6015.0,3615.0,2085.0,7221.0,1604.0,2891.0,1172.0,9057.0,5825.0,3361.0,4251.0,9191.0,7378.0,6844.0,6780.0,6322.0,8103.0,7675.0,13485.0,14897.0,6556.0,4257.0,6777.0,5625.0,4229.0,1630.0,34038.0,27970.0,19410.0,261.0,641.0,1112.0,626.0,14389.0,1674.0,955.0,3799.0,1619.0,2593.0,1642.0,1817.0,1495.0,3346.0,1589.0,3205.0,356.0,5024.0,4088.0,1073.0,5396.0,12588.0,500.0,2944.0,0.0,397416.0,16642.0,3399.0,0.0,560948.0,58599.0,0.0,639588.0,1037004.0
41,4900149002,Transporte terrestre de cargaTransporte terrestre de passageiros,319490.0,5715.0,2404.0,509.0,845.0,5336.0,2310.0,935.0,11989.0,3191.0,19284.0,3552.0,170.0,1264.0,1255.0,1247.0,1157.0,3287.0,362.0,4109.0,2177.0,5619.0,2324.0,1698.0,2611.0,3129.0,3793.0,7460.0,1687.0,3228.0,1912.0,1833.0,2859.0,4123.0,1863.0,957.0,1673.0,658.0,4334.0,412.0,5757.0,36213.0,32203.0,163.0,255.0,4394.0,257.0,3977.0,390.0,262.0,276.0,378.0,952.0,190.0,606.0,1054.0,201.0,398.0,564.0,127.0,3970.0,2435.0,996.0,1595.0,818.0,110.0,2429.0,0.0,224241.0,1769.0,62.0,0.0,89202.0,4216.0,0.0,95249.0,319490.0
42,50001,Transporte aquaviário,23130.0,15.0,11.0,0.0,5.0,4848.0,4.0,23.0,1249.0,77.0,494.0,11.0,1.0,10.0,15.0,7.0,143.0,1246.0,19.0,1209.0,16.0,769.0,31.0,48.0,4.0,49.0,137.0,452.0,161.0,44.0,45.0,44.0,238.0,194.0,70.0,157.0,2.0,10.0,67.0,2.0,46.0,1096.0,673.0,1036.0,15.0,57.0,1.0,53.0,1.0,2.0,1.0,12.0,2.0,0.0,2.0,2.0,2.0,3.0,212.0,1.0,8.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,15161.0,6619.0,0.0,0.0,1338.0,12.0,0.0,7969.0,23130.0
43,51001,Transporte aéreo,36885.0,1.0,0.0,3.0,3.0,1520.0,8.0,24.0,218.0,5.0,185.0,38.0,20.0,25.0,27.0,36.0,33.0,78.0,15.0,34.0,3.0,186.0,210.0,9.0,104.0,34.0,103.0,66.0,10.0,41.0,199.0,130.0,164.0,167.0,49.0,44.0,29.0,53.0,459.0,35.0,1083.0,2622.0,164.0,66.0,9.0,522.0,56.0,40.0,16.0,123.0,159.0,511.0,2189.0,47.0,713.0,259.0,419.0,68.0,243.0,19.0,949.0,268.0,1565.0,369.0,0.0,69.0,6573.0,0.0,23489.0,5991.0,0.0,0.0,7405.0,0.0,0.0,13396.0,36885.0
44,5280152802,Armazenamento e serviços auxiliares aos transportesCorreio e outros serviços de entrega,119763.0,846.0,51.0,183.0,27.0,3446.0,2185.0,531.0,2879.0,1668.0,3629.0,2167.0,32.0,172.0,109.0,171.0,216.0,1171.0,192.0,772.0,834.0,960.0,762.0,414.0,674.0,250.0,357.0,2590.0,142.0,975.0,775.0,957.0,361.0,3699.0,577.0,627.0,361.0,237.0,661.0,23.0,656.0,15574.0,7474.0,2502.0,3502.0,4671.0,55.0,217.0,76.0,77.0,587.0,134.0,4662.0,192.0,549.0,226.0,247.0,201.0,638.0,67.0,3341.0,297.0,399.0,447.0,249.0,53.0,1427.0,0.0,85203.0,9104.0,0.0,0.0,25456.0,0.0,0.0,34560.0,119763.0
45,55001,Serviços de alojamento em hotéis e similares,24353.0,2.0,1.0,2.0,7.0,145.0,32.0,12.0,163.0,17.0,158.0,33.0,16.0,16.0,15.0,18.0,5.0,47.0,6.0,19.0,9.0,70.0,80.0,23.0,115.0,55.0,47.0,97.0,26.0,93.0,89.0,71.0,175.0,61.0,43.0,48.0,69.0,41.0,138.0,10.0,707.0,1789.0,110.0,3.0,43.0,111.0,0.0,17.0,48.0,84.0,60.0,266.0,635.0,34.0,170.0,167.0,75.0,79.0,83.0,25.0,2467.0,289.0,189.0,393.0,0.0,77.0,3655.0,0.0,13650.0,6574.0,0.0,0.0,4129.0,0.0,0.0,10703.0,24353.0
46,56001,Serviços  de alimentação,225304.0,1.0,0.0,2.0,1.0,177.0,0.0,8.0,2.0,0.0,113.0,1.0,0.0,9.0,2.0,0.0,0.0,3.0,12.0,0.0,1.0,73.0,92.0,1.0,229.0,10.0,0.0,22.0,43.0,24.0,1.0,0.0,74.0,307.0,8.0,0.0,0.0,77.0,262.0,1.0,0.0,590.0,8.0,0.0,902.0,24.0,214.0,0.0,0.0,599.0,46.0,7.0,2801.0,53.0,1160.0,1.0,168.0,0.0,1104.0,2.0,8468.0,1570.0,164.0,4413.0,2952.0,33.0,7629.0,0.0,34464.0,4822.0,0.0,0.0,186018.0,0.0,0.0,190840.0,225304.0
47,58001,"Livros, jornais e revistas",20011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,92.0,5.0,0.0,190.0,0.0,0.0,0.0,0.0,47.0,0.0,17.0,2.0,104.0,1.0,1370.0,36.0,242.0,105.0,2132.0,17.0,3.0,0.0,516.0,2131.0,1367.0,24.0,116.0,0.0,139.0,0.0,8784.0,1019.0,0.0,0.0,10110.0,0.0,98.0,11227.0,20011.0
48,59801,"Serviços cinematográficos, música, rádio e televisão",43318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,10.0,4068.0,4018.0,1.0,2.0,0.0,0.0,0.0,32990.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,41190.0,470.0,0.0,0.0,1658.0,0.0,0.0,2128.0,43318.0
49,61001,"Telecomunicações, TV por assinatura e outros serviços relacionados",159298.0,6.0,3.0,7.0,27.0,621.0,66.0,27.0,651.0,150.0,1204.0,360.0,16.0,193.0,529.0,159.0,75.0,332.0,310.0,197.0,128.0,247.0,238.0,27.0,229.0,286.0,455.0,164.0,62.0,369.0,774.0,421.0,447.0,1109.0,980.0,230.0,437.0,113.0,462.0,153.0,937.0,7018.0,724.0,28.0,54.0,739.0,219.0,543.0,112.0,299.0,22247.0,1064.0,7365.0,444.0,1970.0,303.0,2075.0,93.0,1186.0,208.0,5047.0,987.0,953.0,497.0,795.0,184.0,1240.0,0.0,69595.0,1324.0,0.0,0.0,88379.0,0.0,0.0,89703.0,159298.0
50,62801,Desenvolvimento de sistemas e outros serviços de informação,126432.0,15.0,9.0,1.0,1.0,54.0,158.0,28.0,391.0,10.0,670.0,60.0,27.0,33.0,44.0,11.0,10.0,138.0,3.0,36.0,2.0,267.0,182.0,18.0,325.0,108.0,81.0,141.0,20.0,90.0,177.0,283.0,154.0,611.0,85.0,66.0,105.0,70.0,1152.0,243.0,415.0,7120.0,666.0,1.0,665.0,940.0,59.0,72.0,500.0,868.0,2569.0,6880.0,13987.0,291.0,2153.0,32.0,4018.0,316.0,675.0,139.0,8361.0,1253.0,324.0,2206.0,0.0,136.0,1211.0,0.0,61736.0,3907.0,0.0,0.0,53.0,60689.0,47.0,64696.0,126432.0
51,64801,"Intermediação financeira, seguros e previdência complementar",564015.0,4952.0,1915.0,438.0,612.0,3138.0,1481.0,528.0,4736.0,1546.0,4726.0,1406.0,314.0,750.0,994.0,725.0,474.0,1953.0,359.0,3309.0,1009.0,3399.0,1312.0,770.0,901.0,1692.0,1995.0,2380.0,1117.0,1590.0,1505.0,1312.0,2124.0,2514.0,1006.0,988.0,996.0,596.0,5856.0,1121.0,9000.0,25287.0,7854.0,524.0,1212.0,2842.0,493.0,2748.0,497.0,935.0,6362.0,2168.0,71121.0,20678.0,3753.0,1363.0,752.0,1160.0,4282.0,918.0,52324.0,986.0,1590.0,380.0,4320.0,672.0,2246.0,0.0,295006.0,13696.0,1926.0,0.0,253387.0,0.0,0.0,269009.0,564015.0
52,6800168002,Aluguel efetivo e serviços imobiliáriosAluguel imputado,596597.0,7.0,5.0,7.0,20.0,320.0,26.0,20.0,606.0,139.0,464.0,67.0,21.0,308.0,361.0,89.0,34.0,152.0,54.0,162.0,178.0,155.0,95.0,156.0,248.0,373.0,210.0,259.0,11.0,255.0,193.0,116.0,209.0,105.0,169.0,73.0,237.0,57.0,1246.0,272.0,1145.0,40687.0,1028.0,67.0,125.0,2499.0,1162.0,4210.0,261.0,441.0,2508.0,1474.0,6039.0,1636.0,4699.0,776.0,896.0,789.0,2486.0,255.0,3600.0,661.0,4213.0,494.0,1878.0,3927.0,2830.0,0.0,98265.0,5598.0,0.0,0.0,492734.0,0.0,0.0,498332.0,596597.0
53,69801,"Serviços jurídicos, contabilidade e consultoria",195003.0,19.0,10.0,38.0,493.0,10060.0,2906.0,264.0,4359.0,784.0,7381.0,1862.0,865.0,341.0,283.0,192.0,251.0,1757.0,160.0,5076.0,571.0,2897.0,3408.0,1417.0,4068.0,1507.0,2133.0,1710.0,409.0,761.0,2739.0,2483.0,2006.0,2240.0,1058.0,394.0,461.0,605.0,1224.0,950.0,4259.0,26361.0,2025.0,73.0,433.0,1649.0,223.0,851.0,502.0,2406.0,2984.0,2339.0,14679.0,2011.0,14189.0,4244.0,319.0,803.0,3217.0,1223.0,3779.0,140.0,1849.0,314.0,2082.0,966.0,2937.0,0.0,166999.0,14261.0,0.0,0.0,13743.0,0.0,0.0,28004.0,195003.0
